SenatorDurbin,@MarkWarner,@SenatorHick,@HawleyMO,@SenWhitehouse,@SenTuberville,@RonWyden,@SenCortezMasto,@SenJohnThune,@ChrisVanHollen,@SenBooker,@ChuckGrassley,@maziehirono,@SenRickScott,@SenatorBaldwin,@SenJeffMerkley,@SenSchumer,@SenMullin,@SenatorBennet,@SenatorDurbin,@SenMarkey,@marcorubio,@SenAlexPadilla,@SenStabenow,@SenBlumenthal,@SenatorMenendez,@SenatorTimScott,@LeaderMcConnell,@SenatorWicker,@JohnCornyn,@SenAngusKing,@SenGillibrand,@MarshaBlackburn,@SenJohnKennedy,@SenSherrodBrown,@JeffMerkley,@SenAmyKlobuchar,@SenatorHeinrich,@SenCapito,@RogerMarshallMD,@PattyMurray,@SenTedCruz,@ossoff,@SenBobCasey,@SenKevinCramer,@SenSanders,@SenWarren,@SenatorCollins,@SenGaryPeters,@SenDuckworth,@SenJackyRosen
SenatorTester,@MarshaBlackburn,@MarkWarner,@SenSherrodBrown,@SenWhitehouse,@SenAmyKlobuchar,@SenatorHeinrich,@SenDanSullivan,@MikeCrapo,@SenAngusKing,@ChrisVanHollen,@JerryMoran,@SenatorBaldwin,@SenatorShaheen,@PattyMurray,@SenSchumer,@SteveDaines,@SenatorSinema,@SenatorBennet,@SenatorDurbin,@SenatorHagerty,@SenMarkKelly,@ChrisCoons,@SenWarren,@marcorubio,@SenJackyRosen,@SenStabenow,@SenatorTester,@SenTimKaine,@SenBlumenthal,@SenatorTimScott,@LeaderMcConnell,@SenFettermanPA,@SenatorWicker,@SenTinaSmith,@SenGillibrand,,,,,,,,,,,,,,,
SenatorTimScott,@SenJohnKennedy,@ChrisCoons,@HawleyMO,@SenJohnBarrasso,@SenAlexPadilla,@MikeCrapo,@SenatorRicketts,@SenBlumenthal,@SenatorCardin,@SenTedCruz,@SenatorTimScott,@LeaderMcConnell,@SteveDaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenatorWicker,@MarshaBlackburn,@SenTuberville,@RogerMarshallMD,@SenatorCardin,@SenTedCruz,@SenRickScott,@SenatorShaheen,@SenTedBuddNC,@SenHydeSmith,@SenatorDurbin,@SenatorHagerty,@ChrisCoons,@marcorubio,@SenatorTester,@SenatorMenendez,@SenJoniErnst,@SenatorFischer,@LeaderMcConnell,@SenatorWicker,@BillCassidy,@SenTomCotton,@SenatorRisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenBlumenthal,@HawleyMO,@SenWhitehouse,@SenJohnBarrasso,@SenCortezMasto,@ChrisVanHollen,@maziehirono,@SenBooker,@SenatorBaldwin,@SenSchumer,@SenMullin,@SenatorDurbin,@SenMarkey,@SenAlexPadilla,@SenBlumenthal,@SenatorTimScott,@SenFettermanPA,@LeaderMcConnell,@SenAngusKing,@SenTomCotton,@SenGillibrand,@MarshaBlackburn,@SenJackReed,@SenAmyKlobuchar,@SenatorRicketts,@SenatorCardin,@SenTedCruz,@ChrisMurphyCT,@SenBobCasey,@SenSanders,@ChrisCoons,@SenWarren,@SenatorTester,@SenDuckworth,,,,,,,,,,,,,,,,,
SenBobCasey,@SenSherrodBrown,@SenWhitehouse,@SenAmyKlobuchar,@SenatorCardin,@SenTedCruz,@maziehirono,@SenBooker,@SenatorBaldwin,@ChrisMurphyCT,@SenSchumer,@SenatorCarper,@SenBobCasey,@SenMarkey,@SenSanders,@ChrisCoons,@SenWarren,@SenatorCollins,@SenatorTester,@SenBlumenthal,@SenatorMenendez,@SenatorTimScott,@SenFettermanPA,@SenTomCotton,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,
SenBooker,@SenWhitehouse,@SenCortezMasto,@SenTedCruz,@SenBooker,@SenatorBaldwin,@maziehirono,@ossoff,@SenSchumer,@SenBobCasey,@SenatorBennet,@SenatorDurbin,@SenMarkey,@SenSanders,@SenWarren,@SenAlexPadilla,@SenatorMenendez,@ReverendWarnock,@SenBlumenthal,@JohnCornyn,@SenDuckworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenCapito,@SenKatieBritt,@SenLummis,@HawleyMO,@SenJohnBarrasso,@SenatorRomney,@SenatorBaldwin,@SenRickScott,@SenToddYoung,@SenatorDurbin,@SenMarkey,@JohnBoozman,@SenJoniErnst,@LeaderMcConnell,@JohnCornyn,@SenMikeLee,@SenTomCotton,@MarshaBlackburn,@SenatorBraun,@SenAmyKlobuchar,@SenCapito,@SenatorRicketts,@SenRonJohnson,@SenTedCruz,@SenTedBuddNC,@SenatorCarper,@SenatorSinema,@Senlaphonza,@SteveDaines,@SenatorCollins,@SenGaryPeters,@BillCassidy,@SenJackyRosen,,,,,,,,,,,,,,,,,,
SenCortezMasto,@MarkWarner,@SenWhitehouse,@SenCortezMasto,@SenJohnThune,@maziehirono,@SenatorBaldwin,@SenatorShaheen,@SenToddYoung,@SenBooker,@SenatorDurbin,@SenatorCantwell,@SenAlexPadilla,@SenStabenow,@SenBlumenthal,@SenGillibrand,@SenatorLujan,@MarshaBlackburn,@SenAmyKlobuchar,@lisamurkowski,@SenatorHeinrich,@PattyMurray,@SenatorHassan,@SenatorSinema,@SenSanders,@ChrisCoons,@SenWarren,@SenDuckworth,@SenTinaSmith,@SenJackyRosen,,,,,,,,,,,,,,,,,,,,,
SenDanSullivan,@MarshaBlackburn,@SenatorBraun,@SenTuberville,@SenJackReed,@lisamurkowski,@SenJohnBarrasso,@SenDanSullivan,@SenatorRomney,@MikeCrapo,@RogerMarshallMD,@SenJohnThune,@PattyMurray,@SenToddYoung,@SenJeffMerkley,@SenSchumer,@SteveDaines,@SenKevinCramer,@SenMarkKelly,@SenJoniErnst,@LeaderMcConnell,@SenThomTillis,@BillCassidy,@JohnCornyn,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenDuckworth,@SenJohnKennedy,@SenTuberville,@SenJackReed,@SenWhitehouse,@SenAmyKlobuchar,@SenCortezMasto,@PattyMurray,@maziehirono,@SenatorHassan,@SenatorShaheen,@SenatorBaldwin,@SenBooker,@SenJeffMerkley,@SenSchumer,@SenatorDurbin,@SenSanders,@SenWarren,@SenatorCantwell,@SenJackyRosen,@SenStabenow,@SenBlumenthal,@LeaderMcConnell,@SenDuckworth,@SenTinaSmith,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,
SenEricSchmitt,@MarshaBlackburn,@SenatorBraun,@SenatorHick,@HawleyMO,@SenDanSullivan,@RogerMarshallMD,@SenatorShaheen,@SenVancePress,@SenTedBuddNC,@SteveDaines,@SenKevinCramer,@SenatorHagerty,@SenAlexPadilla,@SenJoniErnst,@LeaderMcConnell,@SenThomTillis,@SenEricSchmitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenFettermanPA,@SenWarren,@SenTuberville,@SenatorTester,@SenBlumenthal,@SenBooker,@SenFettermanPA,@LeaderMcConnell,@SenSchumer,@SenBobCasey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenGaryPeters,@SenMarkey,@SenSanders,@SenatorBraun,@SenWarren,@SenSherrodBrown,@HawleyMO,@SenJackReed,@SenatorCollins,@SenStabenow,@PattyMurray,@SenGaryPeters,@LeaderMcConnell,@SenSchumer,@SenJackyRosen,@brianschatz,@SenatorDurbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenGillibrand,@MarkWarner,@SenLummis,@HawleyMO,@SenWhitehouse,@SenCortezMasto,@maziehirono,@SenatorBaldwin,@SenatorShaheen,@SenBooker,@SenJeffMerkley,@SenSchumer,@SenMullin,@SenJohnHoeven,@SenatorBennet,@SenatorDurbin,@SenMarkKelly,@marcorubio,@SenatorCantwell,@JohnBoozman,@SenAlexPadilla,@SenStabenow,@SenBlumenthal,@SenatorMenendez,@LeaderMcConnell,@SenFettermanPA,@SenAngusKing,@SenGillibrand,@SenJohnKennedy,@SenatorBraun,@SenSherrodBrown,@SenJackReed,@SenAmyKlobuchar,@lisamurkowski,@RogerMarshallMD,@PattyMurray,@SenatorHassan,@JerryMoran,@ChrisMurphyCT,@SenBobCasey,@SenSanders,@ChrisCoons,@SenWarren,@SenRandPaul,@SenatorTester,@BillCassidy,@SenDuckworth,@SenTinaSmith,@SenJackyRosen,,
SenHydeSmith,@MarshaBlackburn,@SenTuberville,@SenRonJohnson,@SenTedCruz,@LeaderMcConnell,@SenatorWicker,@SenatorLankford,@JohnCornyn,@SteveDaines,@SenHydeSmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJackReed,@SenTuberville,@SenJackReed,@SenWhitehouse,@RonWyden,@PattyMurray,@SenatorCardin,@maziehirono,@ChrisVanHollen,@ChrisMurphyCT,@SenSchumer,@brianschatz,@SenMarkey,@SenWarren,@SenAlexPadilla,@SenTimKaine,@SenatorMenendez,@SenBlumenthal,@LeaderMcConnell,@SenDuckworth,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJackyRosen,@HawleyMO,@SenWhitehouse,@SenCortezMasto,@SenJohnThune,@maziehirono,@SenatorBaldwin,@SenatorShaheen,@SenToddYoung,@SenSchumer,@brianschatz,@SenatorBennet,@SenatorDurbin,@SenMarkKelly,@marcorubio,@SenatorCantwell,@SenStabenow,@SenatorMenendez,@SenBlumenthal,@SenatorLankford,@SenGillibrand,@MarshaBlackburn,@SenSherrodBrown,@SenJackReed,@SenAmyKlobuchar,@SenCapito,@PattyMurray,@SenatorCardin,@SenatorHassan,@ChrisMurphyCT,@SenTedBuddNC,@SenatorCarper,@SenBobCasey,@SenWarren,@SenatorCollins,@SenTimKaine,@SenatorTester,@SenGaryPeters,@SenDuckworth,@SenTinaSmith,@SenJackyRosen,,,,,,,,,,
SenJeffMerkley,@SenJohnKennedy,@MarkWarner,@SenSherrodBrown,@RonWyden,@SenDanSullivan,@PattyMurray,@SenatorCardin,@ChrisVanHollen,@SenTedCruz,@SenJeffMerkley,@ChrisMurphyCT,@SenSchumer,@SteveDaines,@SenatorDurbin,@SenSanders,@SenMarkey,@ChrisCoons,@SenWarren,@SenMarkKelly,@SenPeterWelch,@SenatorCollins,@SenDuckworth,@SenAngusKing,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJohnBarrasso,@MarshaBlackburn,@SenatorBraun,@SenTuberville,@SenJohnKennedy,@HawleyMO,@SenLummis,@SenJohnBarrasso,@SenDanSullivan,@SenatorRicketts,@SenCapito,@MikeCrapo,@RonWyden,@SenJohnThune,@SenRonJohnson,@SenTedCruz,@SenatorCardin,@ChuckGrassley,@SenRickScott,@SenTedBuddNC,@SenSchumer,@SenatorSinema,@SenSanders,@ChrisCoons,@JohnBoozman,@SenRandPaul,@SenAlexPadilla,@SenStabenow,@SenBlumenthal,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@BillCassidy,@JohnCornyn,@SenAngusKing,@SenatorRisch,,,,,,,,,,,,,,,
SenJohnHoeven,@SenJohnKennedy,@SenLummis,@SenTuberville,@HawleyMO,@lisamurkowski,@SenatorHeinrich,@SenJohnThune,@JerryMoran,@ChuckGrassley,@SenSchumer,@SenJohnHoeven,@SenKevinCramer,@SenatorHagerty,@SenatorRounds,@SenWarren,@JohnBoozman,@SenatorCollins,@BillCassidy,@JohnCornyn,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJohnKennedy,@SenJohnKennedy,@MarshaBlackburn,@MarkWarner,@SenTuberville,@HawleyMO,@SenatorBraun,@MikeCrapo,@SenJohnThune,@SenRonJohnson,@SenTedCruz,@PattyMurray,@ChuckGrassley,@SenMikeLee,@marcorubio,@SenRandPaul,@SenatorCollins,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@SenThomTillis,@JohnCornyn,@SenTomCotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJohnThune,@SenJohnKennedy,@MarkWarner,@SenTuberville,@SenAmyKlobuchar,@SenJohnBarrasso,@SenDanSullivan,@RonWyden,@SenCortezMasto,@SenJohnThune,@JerryMoran,@SenToddYoung,@SenSchumer,@SenJohnHoeven,@SenatorDurbin,@SenatorRounds,@marcorubio,@SenatorCollins,@LeaderMcConnell,@JohnCornyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenJoniErnst,@SenTuberville,@SenLummis,@HawleyMO,@SenJohnBarrasso,@MikeCrapo,@SenatorRomney,@SenJohnThune,@ChuckGrassley,@SenatorShaheen,@SenToddYoung,@SenRickScott,@SenSchumer,@SenatorHagerty,@SenatorDurbin,@SenAlexPadilla,@SenatorFischer,@SenBlumenthal,@SenJoniErnst,@SenatorMenendez,@LeaderMcConnell,@SenatorWicker,@JohnCornyn,@SenTomCotton,@SenMikeLee,@SenatorRisch,@MarshaBlackburn,@SenJohnKennedy,@SenatorBraun,@lisamurkowski,@SenDanSullivan,@SenatorRicketts,@SenCapito,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@SenTedBuddNC,@SteveDaines,@SenKevinCramer,@SenatorSinema,@ChrisCoons,@SenWarren,@SenRandPaul,@SenatorCollins,@SenThomTillis,@SenDuckworth,@SenTinaSmith,@SenEricSchmitt,,,
SenKatieBritt,@SenKatieBritt,@MarshaBlackburn,@SenTuberville,@SenatorBraun,@SenJohnKennedy,@HawleyMO,@lisamurkowski,@SenCapito,@SenatorRomney,@SenTedCruz,@SenRickScott,@SenTedBuddNC,@SteveDaines,@Senlaphonza,@marcorubio,@JohnBoozman,@SenatorCollins,@JohnCornyn,@SenTomCotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenKevinCramer,@MarshaBlackburn,@SenatorBraun,@SenJohnKennedy,@SenatorHick,@SenatorHeinrich,@SenDanSullivan,@MikeCrapo,@RogerMarshallMD,@SenJohnThune,@SenTedCruz,@SenRickScott,@SenToddYoung,@SenSchumer,@SteveDaines,@SenJohnHoeven,@SenKevinCramer,@SenatorDurbin,@SenatorRounds,@SenSanders,@SenMarkKelly,@SenWarren,@SenatorCollins,@SenAlexPadilla,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@SenThomTillis,@BillCassidy,@JohnCornyn,@SenTomCotton,@SenatorRisch,,,,,,,,,,,,,,,,,,,
Senlaphonza,@SenSanders,@MarshaBlackburn,@SenKatieBritt,@SenWarren,@SenSchumer,@JohnBoozman,@SenCapito,@SenAlexPadilla,@SenTedBuddNC,@Senlaphonza,@SenatorDurbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenLummis,@MarshaBlackburn,@SenatorBraun,@SenLummis,@SenSherrodBrown,@MarkWarner,@SenatorHick,@SenJohnBarrasso,@SenCapito,@SenatorRicketts,@SenatorRomney,@RonWyden,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@JerryMoran,@SenVancePress,@SenatorShaheen,@SenToddYoung,@SenatorSinema,@SteveDaines,@SenTomCotton,@SenWarren,@SenAlexPadilla,@SenJoniErnst,@LeaderMcConnell,@SenThomTillis,@JohnCornyn,@SenMikeLee,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,
SenMarkey,@MarshaBlackburn,@SenSherrodBrown,@SenJackReed,@SenWhitehouse,@HawleyMO,@RonWyden,@SenCapito,@PattyMurray,@maziehirono,@SenatorHassan,@SenatorShaheen,@SenJeffMerkley,@SenSchumer,@SenBobCasey,@SenMarkey,@SenSanders,@SenWarren,@SenStabenow,@SenGaryPeters,@SenFettermanPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenMarkKelly,@SenTuberville,@SenatorHick,@SenWhitehouse,@RonWyden,@SenatorRomney,@maziehirono,@SenatorBaldwin,@SenatorShaheen,@SenJeffMerkley,@SenSchumer,@SenatorBennet,@SenMarkey,@SenMarkKelly,@SenAlexPadilla,@SenStabenow,@LeaderMcConnell,@SenMikeLee,@SenAngusKing,@SenGillibrand,@SenatorLujan,@SenSherrodBrown,@SenAmyKlobuchar,@SenatorHeinrich,@SenDanSullivan,@SenatorHassan,@SenatorCarper,@SenatorSinema,@SenKevinCramer,@SenSanders,@SenWarren,@SenatorTester,@SenTimKaine,@SenDuckworth,@SenJackyRosen,,,,,,,,,,,,,,,,
SenMikeLee,@SenLummis,@SenTuberville,@HawleyMO,@SenJohnBarrasso,@RonWyden,@SenatorRomney,@SenRickScott,@ChuckGrassley,@SenToddYoung,@SenSchumer,@SenMarkKelly,@marcorubio,@SenJoniErnst,@LeaderMcConnell,@JohnCornyn,@SenMikeLee,@SenTomCotton,@MarshaBlackburn,@SenJohnKennedy,@SenatorBraun,@SenCapito,@SenatorRicketts,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@JerryMoran,@SteveDaines,@SenSanders,@SenWarren,@SenRandPaul,@SenThomTillis,,,,,,,,,,,,,,,,,,,
SenMullin,@SenJohnKennedy,@SenWarren,@HawleyMO,@SenatorCollins,@SenTedBuddNC,@SenTedCruz,@SenatorLankford,@SenSchumer,@SenMikeLee,@SenMullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenPeterWelch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenRandPaul,@MarshaBlackburn,@SenJohnKennedy,@SenTuberville,@HawleyMO,@lisamurkowski,@SenJohnBarrasso,@SenDanSullivan,@MikeCrapo,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@SenBooker,@SenRickScott,@ChuckGrassley,@SenSchumer,@SenMikeLee,@marcorubio,@SenRandPaul,@SenatorCollins,@SenAlexPadilla,@SenJoniErnst,@LeaderMcConnell,@SenThomTillis,@JohnCornyn,@SenTomCotton,@SenGillibrand,@SenatorRisch,,,,,,,,,,,,,,,,,,,,,,,
SenRickScott,@marcorubio,@SenatorRomney,@SenTedCruz,@SenRickScott,@ChuckGrassley,@LeaderMcConnell,@JohnCornyn,@SenSchumer,@SenTomCotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenRonJohnson,@MarshaBlackburn,@SenJohnKennedy,@SenTuberville,@HawleyMO,@SenRonJohnson,@SenTedCruz,@ChuckGrassley,@SenatorBaldwin,@SenRickScott,@SenMikeLee,@marcorubio,@SenRandPaul,@SenJoniErnst,@LeaderMcConnell,@SenTomCotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenSanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenSchumer,@MarkWarner,@SenWhitehouse,@SenJohnBarrasso,@RonWyden,@SenTedCruz,@SenBooker,@SenatorBaldwin,@SenSchumer,@SenMullin,@SenatorDurbin,@SenSanders,@SenWarren,@SenAlexPadilla,@SenBlumenthal,@LeaderMcConnell,@SenDuckworth,@SenMikeLee,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenSherrodBrown,@SenJohnKennedy,@SenatorBraun,@SenLummis,@SenSherrodBrown,@SenWhitehouse,@SenAmyKlobuchar,@RonWyden,@MikeCrapo,@PattyMurray,@ChrisVanHollen,@maziehirono,@SenatorBaldwin,@SenatorShaheen,@ChrisMurphyCT,@SenJeffMerkley,@SenSchumer,@SenBobCasey,@SenatorBennet,@SenSanders,@SenMarkey,@SenMarkKelly,@SenWarren,@SenPeterWelch,@SenStabenow,@SenTimKaine,@SenatorTester,@LeaderMcConnell,@SenThomTillis,@SenFettermanPA,@SenGaryPeters,@SenTinaSmith,@SenJackyRosen,,,,,,,,,,,,,,,,,,
SenStabenow,@SenSherrodBrown,@HawleyMO,@SenWhitehouse,@SenAmyKlobuchar,@SenJohnBarrasso,@RonWyden,@SenCortezMasto,@MikeCrapo,@PattyMurray,@ChrisVanHollen,@maziehirono,@SenatorHassan,@SenatorShaheen,@SenatorBaldwin,@SenSchumer,@SenatorDurbin,@SenMarkey,@SenSanders,@SenWarren,@SenatorCantwell,@SenJackyRosen,@JohnBoozman,@SenStabenow,@SenatorTester,@SenBlumenthal,@SenGaryPeters,@LeaderMcConnell,@SenDuckworth,@SenTinaSmith,@SenGillibrand,,,,,,,,,,,,,,,,,,,,
SenTedBuddNC,@MarshaBlackburn,@SenKatieBritt,@SenatorBraun,@SenTuberville,@SenWhitehouse,@SenJohnBarrasso,@SenCapito,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@SenRickScott,@ChrisMurphyCT,@SenTedBuddNC,@SenSchumer,@Senlaphonza,@SenWarren,@JohnBoozman,@SenatorMenendez,@SenFettermanPA,@SenThomTillis,@LeaderMcConnell,@JohnCornyn,@SenatorRisch,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenTedCruz,@MarshaBlackburn,@SenJohnKennedy,@SenTuberville,@HawleyMO,@SenJohnBarrasso,@MikeCrapo,@RogerMarshallMD,@SenJohnThune,@SenRonJohnson,@SenTedCruz,@SenSchumer,@SteveDaines,@SenKevinCramer,@SenatorDurbin,@marcorubio,@SenatorCollins,@SenRandPaul,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@JohnCornyn,@SenMikeLee,@SenatorRisch,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenThomTillis,@SenTuberville,@SenatorHick,@HawleyMO,@SenWhitehouse,@MarkWarner,@SenLummis,@SenatorRomney,@ChuckGrassley,@SenatorShaheen,@SenToddYoung,@SenSchumer,@SenPeterWelch,@JohnBoozman,@SenatorMenendez,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@JohnCornyn,@SenMikeLee,@SenTomCotton,@MarshaBlackburn,@SenatorBraun,@SenJohnKennedy,@SenSherrodBrown,@lisamurkowski,@SenDanSullivan,@RogerMarshallMD,@SenTedCruz,@ChrisMurphyCT,@SenTedBuddNC,@SteveDaines,@SenKevinCramer,@SenatorSinema,@ChrisCoons,@SenatorCollins,@SenThomTillis,,,,,,,,,,,,,,
SenTimKaine,@MarkWarner,@SenTuberville,@SenDuckworth,@SenWhitehouse,@SenTimKaine,@SenatorCardin,@SenToddYoung,@SenSchumer,@SenTomCotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenTinaSmith,@ChrisCoons,@SenJackReed,@SenSchumer,@SenAmyKlobuchar,@SenAlexPadilla,@SenStabenow,@SenatorRicketts,@SenatorFischer,@SenJoniErnst,@ChrisVanHollen,@SenatorShaheen,@ChrisMurphyCT,@JohnCornyn,@SenDuckworth,@SenTinaSmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenToddYoung,@SenTuberville,@MarkWarner,@SenLummis,@SenatorHick,@SenatorRomney,@SenCortezMasto,@SenJohnThune,@SenatorShaheen,@SenToddYoung,@SenSchumer,@SenatorBennet,@SenatorDurbin,@JohnBoozman,@SenAlexPadilla,@SenJoniErnst,@LeaderMcConnell,@SenatorLankford,@JohnCornyn,@SenTomCotton,@SenMikeLee,@MarshaBlackburn,@SenatorBraun,@SenatorHeinrich,@SenDanSullivan,@SenCapito,@SenatorRicketts,@SenRonJohnson,@SenTedCruz,@SenatorHassan,@SteveDaines,@SenKevinCramer,@SenatorSinema,@SenatorRounds,@SenSanders,@SenTimKaine,@SenThomTillis,@BillCassidy,@SenJackyRosen,,,,,,,,,,,,
SenTomCotton,@MarshaBlackburn,@SenJohnKennedy,@SenTuberville,@HawleyMO,@SenRonJohnson,@SenTedCruz,@ChuckGrassley,@SenRickScott,@ChrisMurphyCT,@SenTedBuddNC,@SenSchumer,@SenatorSinema,@SenMikeLee,@SenKevinCramer,@SenatorHagerty,@SenatorDurbin,@SenatorBennet,@ChrisCoons,@marcorubio,@SenWarren,@SenRandPaul,@JohnBoozman,@SenAlexPadilla,@SenatorMenendez,@SenJoniErnst,@LeaderMcConnell,@SenThomTillis,@SenatorLankford,@SenatorWicker,@JohnCornyn,@SenTomCotton,@SenatorRisch,,,,,,,,,,,,,,,,,,
SenTuberville,@MarshaBlackburn,@SenKatieBritt,@SenTuberville,@HawleyMO,@SenDanSullivan,@SenatorRomney,@SenRonJohnson,@SenTedCruz,@SenToddYoung,@ossoff,@SenSchumer,@SteveDaines,@SenatorDurbin,@SenMarkKelly,@SenJoniErnst,@LeaderMcConnell,@SenDuckworth,@SenMikeLee,@SenatorRisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenVancePress,@SenJohnKennedy,@MarshaBlackburn,@SenTuberville,@SenSherrodBrown,@HawleyMO,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@SenatorCardin,@ChrisVanHollen,@SenVancePress,@SenatorShaheen,@SenSchumer,@SenMullin,@SenatorDurbin,@SenTomCotton,@marcorubio,@SenWarren,@SenPeterWelch,@SenAlexPadilla,@SenatorLankford,@SenMikeLee,@SenEricSchmitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenWarren,@SenSherrodBrown,@SenWhitehouse,@JeffMerkley,@RonWyden,@PattyMurray,@SenTedCruz,@SenBooker,@SenatorBaldwin,@SenJeffMerkley,@SenSchumer,@SenatorSinema,@SenMikeLee,@SenatorDurbin,@SenSanders,@SenMarkey,@SenWarren,@SenatorTester,@SenBlumenthal,@SenFettermanPA,@SenDuckworth,@SenTomCotton,@SenGillibrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SenWhitehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteveDaines,@SenKatieBritt,@SenTuberville,@SenLummis,@HawleyMO,@MikeCrapo,@SenatorRomney,@SenJohnThune,@SenRickScott,@ChuckGrassley,@SenToddYoung,@SenJeffMerkley,@SenSchumer,@SenHydeSmith,@SenatorDurbin,@marcorubio,@SenatorFischer,@SenJoniErnst,@SenatorTimScott,@LeaderMcConnell,@JohnCornyn,@SenTomCotton,@SenMikeLee,@MarshaBlackburn,@SenatorBraun,@SenJohnKennedy,@SenSherrodBrown,@SenDanSullivan,@SenCapito,@SenatorRicketts,@RogerMarshallMD,@SenRonJohnson,@SenTedCruz,@JerryMoran,@SteveDaines,@SenKevinCramer,@SenatorRounds,@SenatorTester,@SenThomTillis,@SenTinaSmith,,,,,,,,,,,
