缩略图,标题链接,头像,legislatorname
https://www.ly.gov.tw/Images/Legislators/100001.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37105,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,孔文吉
https://www.ly.gov.tw/Images/Legislators/100002.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37146,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,王定宇
https://www.ly.gov.tw/Images/Legislators/100003.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37167,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,王美惠
https://www.ly.gov.tw/Images/Legislators/100004.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37187,https://www.ly.gov.tw/File/Images/Party/PartyLogo_014.png,王婉諭
https://www.ly.gov.tw/Images/Legislators/100005.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37207,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,伍麗華Saidhai‧Tahovecahe
https://www.ly.gov.tw/Images/Legislators/100006.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37227,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,江永昌
https://www.ly.gov.tw/Images/Legislators/100007.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37247,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,江啟臣
https://www.ly.gov.tw/Images/Legislators/100008.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37267,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,何志偉
https://www.ly.gov.tw/Images/Legislators/100009.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37287,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,何欣純
https://www.ly.gov.tw/Images/Legislators/100010.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37307,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,余天
https://www.ly.gov.tw/Images/Legislators/100011.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37327,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,吳玉琴
https://www.ly.gov.tw/Images/Legislators/100012.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37347,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,吳怡玎
https://www.ly.gov.tw/Images/Legislators/100013.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37367,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,吳秉叡
https://www.ly.gov.tw/Images/Legislators/100014.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37387,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,吳思瑤
https://www.ly.gov.tw/Images/Legislators/100015.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37407,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,吳斯懷
https://www.ly.gov.tw/Images/Legislators/100016.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37427,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,吳琪銘
https://www.ly.gov.tw/Images/Legislators/100017.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37447,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,呂玉玲
https://www.ly.gov.tw/Images/Legislators/100018.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37467,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,李昆澤
https://www.ly.gov.tw/Images/Legislators/100019.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37487,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,李貴敏
https://www.ly.gov.tw/Images/Legislators/100020.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37507,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,李德維
https://www.ly.gov.tw/Images/Legislators/100021.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37527,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,沈發惠
https://www.ly.gov.tw/Images/Legislators/100023.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37567,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,林文瑞
https://www.ly.gov.tw/Images/Legislators/100024.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37587,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林宜瑾
https://www.ly.gov.tw/Images/Legislators/100025.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37607,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林岱樺
https://www.ly.gov.tw/Images/Legislators/100026.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37627,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林俊憲
https://www.ly.gov.tw/Images/Legislators/100028.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37667,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,林思銘
https://www.ly.gov.tw/Images/Legislators/100029.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37687,https://www.ly.gov.tw/File/Images/Party/PartyLogo_005.png,林昶佐
https://www.ly.gov.tw/Images/Legislators/100030.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37707,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,林為洲
https://www.ly.gov.tw/Images/Legislators/100031.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37727,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林淑芬
https://www.ly.gov.tw/Images/Legislators/100032.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37747,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林楚茵
https://www.ly.gov.tw/Images/Legislators/100033.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37767,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,林德福
https://www.ly.gov.tw/Images/Legislators/100034.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37787,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,邱臣遠
https://www.ly.gov.tw/Images/Legislators/100035.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37807,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,邱志偉
https://www.ly.gov.tw/Images/Legislators/100036.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37827,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,邱泰源
https://www.ly.gov.tw/Images/Legislators/100037.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37847,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,邱議瑩
https://www.ly.gov.tw/Images/Legislators/100038.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37867,https://www.ly.gov.tw/File/Images/Party/PartyLogo_014.png,邱顯智
https://www.ly.gov.tw/Images/Legislators/100039.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37887,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,柯建銘
https://www.ly.gov.tw/Images/Legislators/100040.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37907,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,洪申翰
https://www.ly.gov.tw/Images/Legislators/100041.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37927,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,洪孟楷
https://www.ly.gov.tw/Images/Legislators/100042.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37947,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,范雲
https://www.ly.gov.tw/Images/Legislators/100043.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37967,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,徐志榮
https://www.ly.gov.tw/Images/Legislators/100044.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37987,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,翁重鈞
https://www.ly.gov.tw/Images/Legislators/100045.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38007,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,馬文君
https://www.ly.gov.tw/Images/Legislators/100046.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38027,https://www.ly.gov.tw/File/Images/Party/PartyLogo_005.png,高金素梅
https://www.ly.gov.tw/Images/Legislators/100048.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38067,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,高嘉瑜
https://www.ly.gov.tw/Images/Legislators/100049.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38087,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,張宏陸
https://www.ly.gov.tw/Images/Legislators/100050.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38107,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,張育美
https://www.ly.gov.tw/Images/Legislators/100051.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38127,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,張其祿
https://www.ly.gov.tw/Images/Legislators/100052.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38147,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,張廖萬堅
https://www.ly.gov.tw/Images/Legislators/100053.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38167,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,莊瑞雄
https://www.ly.gov.tw/Images/Legislators/100054.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38187,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,莊競程
https://www.ly.gov.tw/Images/Legislators/100056.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38227,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,許智傑
https://www.ly.gov.tw/Images/Legislators/100057.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38247,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,郭國文
https://www.ly.gov.tw/Images/Legislators/100058.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38267,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,陳以信
https://www.ly.gov.tw/Images/Legislators/100059.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38287,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,陳玉珍
https://www.ly.gov.tw/Images/Legislators/100060.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38307,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳秀寳
https://www.ly.gov.tw/Images/Legislators/100061.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38327,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳明文
https://www.ly.gov.tw/Images/Legislators/100062.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38347,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳亭妃
https://www.ly.gov.tw/Images/Legislators/100064.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38387,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳素月
https://www.ly.gov.tw/Images/Legislators/100065.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38407,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,陳雪生
https://www.ly.gov.tw/Images/Legislators/100066.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38427,https://www.ly.gov.tw/File/Images/Party/PartyLogo_014.png,陳椒華
https://www.ly.gov.tw/Images/Legislators/100067.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38447,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,陳超明
https://www.ly.gov.tw/Images/Legislators/100068.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38467,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳歐珀
https://www.ly.gov.tw/Images/Legislators/100069.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38487,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳瑩
https://www.ly.gov.tw/Images/Legislators/100070.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38507,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,傅崐萁
https://www.ly.gov.tw/Images/Legislators/100071.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38527,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,曾銘宗
https://www.ly.gov.tw/Images/Legislators/100072.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38547,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,游錫堃
https://www.ly.gov.tw/Images/Legislators/100073.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38567,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,湯蕙禎
https://www.ly.gov.tw/Images/Legislators/100074.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38587,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,費鴻泰
https://www.ly.gov.tw/Images/Legislators/100075.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38607,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,黃世杰
https://www.ly.gov.tw/Images/Legislators/100076.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38627,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,黃秀芳
https://www.ly.gov.tw/Images/Legislators/100077.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38647,https://www.ly.gov.tw/File/Images/Party/PartyLogo_005.png,黃國書
https://www.ly.gov.tw/Images/Legislators/100078.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38667,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,楊曜
https://www.ly.gov.tw/Images/Legislators/100079.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38687,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,楊瓊瓔
https://www.ly.gov.tw/Images/Legislators/100080.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38707,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,溫玉霞
https://www.ly.gov.tw/Images/Legislators/100081.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38727,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,萬美玲
https://www.ly.gov.tw/Images/Legislators/100082.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38747,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,游毓蘭
https://www.ly.gov.tw/Images/Legislators/100083.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38767,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,廖國棟Sufin‧Siluko
https://www.ly.gov.tw/Images/Legislators/100084.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38787,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,廖婉汝
https://www.ly.gov.tw/Images/Legislators/100086.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38827,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,趙天麟
https://www.ly.gov.tw/Images/Legislators/100087.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38847,https://www.ly.gov.tw/File/Images/Party/PartyLogo_005.png,趙正宇
https://www.ly.gov.tw/Images/Legislators/100088.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38867,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,劉世芳
https://www.ly.gov.tw/Images/Legislators/100089.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38887,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,劉建國
https://www.ly.gov.tw/Images/Legislators/100090.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38907,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,劉櫂豪
https://www.ly.gov.tw/Images/Legislators/100091.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38927,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蔡其昌
https://www.ly.gov.tw/Images/Legislators/100092.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38947,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蔡易餘
https://www.ly.gov.tw/Images/Legislators/100093.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38967,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蔡適應
https://www.ly.gov.tw/Images/Legislators/100096.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=39027,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,鄭天財 Sra Kacaw
https://www.ly.gov.tw/Images/Legislators/100097.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=39047,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,鄭正鈐
https://www.ly.gov.tw/Images/Legislators/100098.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43067,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,鄭運鵬
https://www.ly.gov.tw/Images/Legislators/100099.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43087,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,鄭麗文
https://www.ly.gov.tw/Images/Legislators/100100.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43107,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,魯明哲
https://www.ly.gov.tw/Images/Legislators/100101.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43127,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,賴士葆
https://www.ly.gov.tw/Images/Legislators/100102.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43147,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,賴品妤
https://www.ly.gov.tw/Images/Legislators/100103.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43167,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,賴香伶
https://www.ly.gov.tw/Images/Legislators/100104.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43187,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,賴惠員
https://www.ly.gov.tw/Images/Legislators/100105.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43207,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,賴瑞隆
https://www.ly.gov.tw/Images/Legislators/100106.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43227,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,謝衣鳯
https://www.ly.gov.tw/Images/Legislators/100107.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43247,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,鍾佳濱
https://www.ly.gov.tw/Images/Legislators/100108.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43267,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,羅明才
https://www.ly.gov.tw/Images/Legislators/100109.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43287,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,羅美玲
https://www.ly.gov.tw/Images/Legislators/100110.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43307,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,羅致政
https://www.ly.gov.tw/Images/Legislators/100111.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43327,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蘇巧慧
https://www.ly.gov.tw/Images/Legislators/100112.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43347,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蘇治芬
https://www.ly.gov.tw/Images/Legislators/100113.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=43367,https://www.ly.gov.tw/File/Images/Party/PartyLogo_005.png,蘇震清
https://www.ly.gov.tw/Images/Legislators/100114.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=45392,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,林靜儀
https://www.ly.gov.tw/Images/Legislators/100115.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=45852,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,吳欣盈
https://www.ly.gov.tw/Images/Legislators/100116.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=46008,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,陳琬惠
https://www.ly.gov.tw/Images/Legislators/100117.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=46028,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳靜敏
https://www.ly.gov.tw/Images/Legislators/100118.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=46057,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,王鴻薇
https://www.ly.gov.tw/Images/Legislators/100119.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=46085,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,陳培瑜
https://www.ly.gov.tw/Images/Legislators/100120.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=46131,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,蔡培慧
https://www.ly.gov.tw/Images/Legislators/100063.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38367,https://www.ly.gov.tw/File/Images/Party/PartyLogo_016.png,陳柏惟
https://www.ly.gov.tw/Images/Legislators/100094.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38987,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,蔡壁如
https://www.ly.gov.tw/Images/Legislators/100095.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=39007,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,蔣萬安
https://www.ly.gov.tw/Images/Legislators/100047.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38047,https://www.ly.gov.tw/File/Images/Party/PartyLogo_015.png,高虹安
https://www.ly.gov.tw/Images/Legislators/100022.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37547,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,周春米
https://www.ly.gov.tw/Images/Legislators/100055.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38207,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,許淑華
https://www.ly.gov.tw/Images/Legislators/100085.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=38807,https://www.ly.gov.tw/File/Images/Party/PartyLogo_002.png,管碧玲
https://www.ly.gov.tw/Images/Legislators/100027.jpg,https://www.ly.gov.tw/Pages/List.aspx?nodeid=37647,https://www.ly.gov.tw/File/Images/Party/PartyLogo_001.png,林奕華
